,movie,chapter,character,dialog,Unnamed: 0,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
13581,Harry Potter and the Chamber of Secrets,About the Chamber,minerva mcgonagall,could i have your attention please right now today we will be transforming animals into water goblets like so one two three vera verto now it's your turn well who would like to go first ah! mr weasley one two three vera verto,6136.0,female,2002,"['could', 'I', 'attention', 'please', 'right', 'today', 'transform', 'animal', 'water', 'goblet', 'like', 'one', 'two', 'three', 'vera', 'verto', 'turn', 'well', 'would', 'like', 'go', 'first', 'ah', '!', 'mr', 'weasley', 'one', 'two', 'three', 'vera', 'verto']",could I attention please right today transform animal water goblet like one two three vera verto turn well would like go first ah ! mr weasley one two three vera verto,"['could', 'attention', 'please', 'right', 'today', 'transform', 'animal', 'water', 'goblet', 'like', 'two', 'three', 'vera', 'verto', 'turn', 'like', 'first', 'ah', '!', 'mr', 'weasley', 'two', 'three', 'vera', 'verto']",could attention please right today transform animal water goblet like two three vera verto turn like first ah ! mr weasley two three vera verto
13582,Harry Potter and the Chamber of Secrets,About the Chamber,ron weasley,ahem vera verto!,6137.0,male,2002,"['ahem', 'vera', 'verto', '!']",ahem vera verto !,"['ahem', 'vera', 'verto', '!']",ahem vera verto !
13583,Harry Potter and the Chamber of Secrets,About the Chamber,students,ha ha ha ha ha,6138.0,mixed/unknown,2002,"['ha', 'ha', 'ha', 'ha', 'ha']",ha ha ha ha ha,"['ha', 'ha', 'ha', 'ha', 'ha']",ha ha ha ha ha
13584,Harry Potter and the Chamber of Secrets,About the Chamber,minerva mcgonagall,that wand needs replacing mr weasley yes miss granger,6139.0,female,2002,"['wand', 'need', 'replace', 'mr', 'weasley', 'yes', 'miss', 'granger']",wand need replace mr weasley yes miss granger,"['wand', 'need', 'replace', 'mr', 'weasley', 'yes', 'miss', 'granger']",wand need replace mr weasley yes miss granger
13585,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,professor i was wondering if you could tell us aboutthe chamber of secrets,6140.0,female,2002,"['professor', 'I', 'wonder', 'could', 'tell', 'aboutthe', 'chamber', 'secret']",professor I wonder could tell aboutthe chamber secret,"['professor', 'wonder', 'could', 'tell', 'aboutthe', 'chamber', 'secret']",professor wonder could tell aboutthe chamber secret
13586,Harry Potter and the Chamber of Secrets,About the Chamber,minerva mcgonagall,well very well well you all know of course that hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age godric gryffindor helga hufflepuff rowena ravenclaw and salazar slytherin now three of the founders coexisted quite harmoniously one did not,6141.0,female,2002,"['well', 'well', 'well', 'know', 'course', 'hogwart', 'found', 'thousand', 'year', 'ago', 'four', 'great', 'witch', 'wizard', 'age', 'godric', 'gryffindor', 'helga', 'hufflepuff', 'rowena', 'ravenclaw', 'salazar', 'slytherin', 'three', 'founder', 'coexist', 'quite', 'harmoniously', 'one', 'not']",well well well know course hogwart found thousand year ago four great witch wizard age godric gryffindor helga hufflepuff rowena ravenclaw salazar slytherin three founder coexist quite harmoniously one not,"['course', 'hogwart', 'found', 'thousand', 'year', 'ago', 'four', 'great', 'witch', 'wizard', 'age', 'godric', 'gryffindor', 'helga', 'hufflepuff', 'rowena', 'ravenclaw', 'salazar', 'slytherin', 'three', 'founder', 'coexist', 'quite', 'harmoniously']",course hogwart found thousand year ago four great witch wizard age godric gryffindor helga hufflepuff rowena ravenclaw salazar slytherin three founder coexist quite harmoniously
13587,Harry Potter and the Chamber of Secrets,About the Chamber,ron weasley,three guesses who,6142.0,male,2002,"['three', 'guess']",three guess,"['three', 'guess']",three guess
13588,Harry Potter and the Chamber of Secrets,About the Chamber,minerva mcgonagall,salazar slytherin wished to be more selective about the students admitted to hogwarts he believed magical learning should be kept within allmagic families in other words purebloods unable to sway the others he decided to leave the school now according to legend slytherin had built a hidden chamber in this castle known as the chamber of secrets though shortly before departing he sealed it until that time when his own true heir returned to the school the heir alone would be able to open the chamber and unleash the horror within and by so doing purge the school of all those who in slytherin's view were unworthy to study magic,6143.0,female,2002,"['salazar', 'slytherin', 'wish', 'selective', 'student', 'admit', 'hogwart', 'believe', 'magical', 'learning', 'keep', 'within', 'allmagic', 'family', 'word', 'pureblood', 'unable', 'sway', 'decide', 'leave', 'school', 'accord', 'legend', 'slytherin', 'build', 'hidden', 'chamber', 'castle', 'know', 'chamber', 'secret', 'though', 'shortly', 'depart', 'seal', 'time', 'true', 'heir', 'return', 'school', 'heir', 'alone', 'would', 'able', 'open', 'chamber', 'unleash', 'horror', 'within', 'purge', 'school', 'slytherin', ""'s"", 'view', 'unworthy', 'study', 'magic']",salazar slytherin wish selective student admit hogwart believe magical learning keep within allmagic family word pureblood unable sway decide leave school accord legend slytherin build hidden chamber castle know chamber secret though shortly depart seal time true heir return school heir alone would able open chamber unleash horror within purge school slytherin 's view unworthy study magic,"['salazar', 'slytherin', 'wish', 'selective', 'student', 'admit', 'hogwart', 'believe', 'magical', 'learning', 'keep', 'within', 'allmagic', 'family', 'word', 'pureblood', 'unable', 'sway', 'decide', 'leave', 'school', 'accord', 'legend', 'slytherin', 'build', 'hidden', 'chamber', 'castle', 'chamber', 'secret', 'though', 'shortly', 'depart', 'seal', 'time', 'true', 'heir', 'return', 'school', 'heir', 'alone', 'able', 'open', 'chamber', 'unleash', 'horror', 'within', 'purge', 'school', 'slytherin', 'view', 'unworthy', 'study', 'magic']",salazar slytherin wish selective student admit hogwart believe magical learning keep within allmagic family word pureblood unable sway decide leave school accord legend slytherin build hidden chamber castle chamber secret though shortly depart seal time true heir return school heir alone able open chamber unleash horror within purge school slytherin view unworthy study magic
13589,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,muggleborns,6144.0,female,2002,['muggleborn'],muggleborn,['muggleborn'],muggleborn
13590,Harry Potter and the Chamber of Secrets,About the Chamber,minerva mcgonagall,well naturally the school had been searched many times no such chamber has been found,6145.0,female,2002,"['well', 'naturally', 'school', 'search', 'many', 'time', 'chamber', 'find']",well naturally school search many time chamber find,"['naturally', 'school', 'search', 'many', 'time', 'chamber', 'find']",naturally school search many time chamber find
13591,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,professor what exactly does legend tell us lies within the chamber,6146.0,female,2002,"['professor', 'exactly', 'legend', 'tell', 'lie', 'within', 'chamber']",professor exactly legend tell lie within chamber,"['professor', 'exactly', 'legend', 'tell', 'lie', 'within', 'chamber']",professor exactly legend tell lie within chamber
13592,Harry Potter and the Chamber of Secrets,About the Chamber,minerva mcgonagall,well the chamber is said to home to something that only the heir of slytherin can control it is said to be the home of a monster,6147.0,female,2002,"['well', 'chamber', 'say', 'home', 'something', 'heir', 'slytherin', 'control', 'say', 'home', 'monster']",well chamber say home something heir slytherin control say home monster,"['chamber', 'home', 'something', 'heir', 'slytherin', 'control', 'home', 'monster']",chamber home something heir slytherin control home monster
13593,Harry Potter and the Chamber of Secrets,About the Chamber,ron weasley,d'you think it's true d'you think there really is a chamber of secrets,6148.0,male,2002,"[""d'you"", 'think', 'true', ""d'you"", 'think', 'really', 'chamber', 'secret']",d'you think true d'you think really chamber secret,"[""d'you"", 'think', 'true', ""d'you"", 'think', 'really', 'chamber', 'secret']",d'you think true d'you think really chamber secret
13594,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,yes couldn't you tell mcgonagall's worried all the teachers are,6149.0,female,2002,"['yes', 'could', 'not', 'tell', 'mcgonagall', ""'s"", 'worried', 'teacher']",yes could not tell mcgonagall 's worried teacher,"['yes', 'could', 'tell', 'mcgonagall', 'worried', 'teacher']",yes could tell mcgonagall worried teacher
13595,Harry Potter and the Chamber of Secrets,About the Chamber,harry potter,well if there really is a chamber of secrets aand it really has been opened then that means,6150.0,male,2002,"['well', 'really', 'chamber', 'secret', 'aand', 'really', 'open', 'mean']",well really chamber secret aand really open mean,"['really', 'chamber', 'secret', 'aand', 'really', 'open', 'mean']",really chamber secret aand really open mean
13596,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,the heir of slytherin has returned to hogwarts the question is who is it,6151.0,female,2002,"['heir', 'slytherin', 'return', 'hogwart', 'question']",heir slytherin return hogwart question,"['heir', 'slytherin', 'return', 'hogwart', 'question']",heir slytherin return hogwart question
13597,Harry Potter and the Chamber of Secrets,About the Chamber,ron weasley,let's think who do we know who thinks all muggleborns are scum,6152.0,male,2002,"['let', 'us', 'think', 'know', 'think', 'muggleborn', 'scum']",let us think know think muggleborn scum,"['let', 'us', 'think', 'think', 'muggleborn', 'scum']",let us think think muggleborn scum
13598,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,if you're talking about malfoy,6153.0,female,2002,"['talk', 'malfoy']",talk malfoy,"['talk', 'malfoy']",talk malfoy
13599,Harry Potter and the Chamber of Secrets,About the Chamber,ron weasley,of course you heard him! 'you'll be next mudbloods',6154.0,male,2002,"['course', 'hear', '!', ""'"", 'next', 'mudblood', ""'""]",course hear ! ' next mudblood ',"['course', 'hear', '!', ""'"", 'next', 'mudblood', ""'""]",course hear ! ' next mudblood '
13600,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,i heard him but malfoy the heir of slytherin,6155.0,female,2002,"['I', 'hear', 'malfoy', 'heir', 'slytherin']",I hear malfoy heir slytherin,"['hear', 'malfoy', 'heir', 'slytherin']",hear malfoy heir slytherin
13601,Harry Potter and the Chamber of Secrets,About the Chamber,harry potter,well maybe ron's right hermione i mean look at his family the whole lot of them have been in slytherin for centuries,6156.0,male,2002,"['well', 'maybe', 'ron', ""'s"", 'right', 'hermione', 'I', 'mean', 'look', 'family', 'whole', 'lot', 'slytherin', 'century']",well maybe ron 's right hermione I mean look family whole lot slytherin century,"['maybe', 'ron', 'right', 'hermione', 'mean', 'look', 'family', 'whole', 'lot', 'slytherin', 'century']",maybe ron right hermione mean look family whole lot slytherin century
13602,Harry Potter and the Chamber of Secrets,About the Chamber,ron weasley,crabbe and goyle must know maybe we could trick them into telling,6157.0,male,2002,"['crabbe', 'goyle', 'must', 'know', 'maybe', 'could', 'trick', 'tell']",crabbe goyle must know maybe could trick tell,"['crabbe', 'goyle', 'must', 'maybe', 'could', 'trick', 'tell']",crabbe goyle must maybe could trick tell
13603,Harry Potter and the Chamber of Secrets,About the Chamber,hermione granger,even they aren't that thick but there might be another way mind you it would be difficult not to mention we would be breaking about fifty school rules and it'll be dangerous very dangerous,6158.0,female,2002,"['even', 'not', 'thick', 'might', 'another', 'way', 'mind', 'would', 'difficult', 'not', 'mention', 'would', 'break', 'fifty', 'school', 'rule', 'dangerous', 'dangerous']",even not thick might another way mind would difficult not mention would break fifty school rule dangerous dangerous,"['even', 'thick', 'might', 'another', 'way', 'mind', 'difficult', 'mention', 'break', 'fifty', 'school', 'rule', 'dangerous', 'dangerous']",even thick might another way mind difficult mention break fifty school rule dangerous dangerous
13604,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,here it is 'the polyjuice potion'  'properly brewed the polyjuice potion allows the drinker to transform himself temporarily into the physical form of another',6159.0,female,2002,"[""'"", 'polyjuice', 'potion', ""'"", ""'"", 'properly', 'brew', 'polyjuice', 'potion', 'allow', 'drinker', 'transform', 'temporarily', 'physical', 'form', 'another', ""'""]",' polyjuice potion ' ' properly brew polyjuice potion allow drinker transform temporarily physical form another ',"[""'"", 'polyjuice', 'potion', ""'"", ""'"", 'properly', 'brew', 'polyjuice', 'potion', 'allow', 'drinker', 'transform', 'temporarily', 'physical', 'form', 'another', ""'""]",' polyjuice potion ' ' properly brew polyjuice potion allow drinker transform temporarily physical form another '
13605,Harry Potter and the Chamber of Secrets,Rogue Bludger,ron weasley,do you mean if harry and i drink that stuff we'll turn into crabbe and goyle,6160.0,male,2002,"['mean', 'harry', 'I', 'drink', 'stuff', 'turn', 'crabbe', 'goyle']",mean harry I drink stuff turn crabbe goyle,"['mean', 'harry', 'drink', 'stuff', 'turn', 'crabbe', 'goyle']",mean harry drink stuff turn crabbe goyle
13607,Harry Potter and the Chamber of Secrets,Rogue Bludger,ron weasley,wicked! malfoy'll tell us anything,6162.0,male,2002,"['wicked', '!', ""malfoy'll"", 'tell', 'anything']",wicked ! malfoy'll tell anything,"['wicked', '!', ""malfoy'll"", 'tell', 'anything']",wicked ! malfoy'll tell anything
13608,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,exactly but it's tricky i've never seen a more complicated potion,6163.0,female,2002,"['exactly', 'tricky', 'I', 'never', 'see', 'complicated', 'potion']",exactly tricky I never see complicated potion,"['exactly', 'tricky', 'never', 'complicated', 'potion']",exactly tricky never complicated potion
13609,Harry Potter and the Chamber of Secrets,Rogue Bludger,harry potter,well how long will it take to make,6164.0,male,2002,"['well', 'long', 'take', 'make']",well long take make,"['long', 'take', 'make']",long take make
13610,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,a month,6165.0,female,2002,['month'],month,['month'],month
13611,Harry Potter and the Chamber of Secrets,Rogue Bludger,harry potter,a month but hermione if malfoy is the heir of slytherin he could attack half the muggleborns in the school by then,6166.0,male,2002,"['month', 'hermione', 'malfoy', 'heir', 'slytherin', 'could', 'attack', 'half', 'muggleborn', 'school']",month hermione malfoy heir slytherin could attack half muggleborn school,"['month', 'hermione', 'malfoy', 'heir', 'slytherin', 'could', 'attack', 'half', 'muggleborn', 'school']",month hermione malfoy heir slytherin could attack half muggleborn school
13612,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,i know but it's the only plan we've got,6167.0,female,2002,"['I', 'know', 'plan', 'get']",I know plan get,['plan'],plan
13613,Harry Potter and the Chamber of Secrets,Rogue Bludger,students,yeah! come on slytherin!,6168.0,mixed/unknown,2002,"['yeah', '!', 'come', 'slytherin', '!']",yeah ! come slytherin !,"['yeah', '!', 'slytherin', '!']",yeah ! slytherin !
13614,Harry Potter and the Chamber of Secrets,Rogue Bludger,lee jordan,another goal for slytherin! they lead gryffindor ninety to thirty!,6169.0,male,2002,"['another', 'goal', 'slytherin', '!', 'lead', 'gryffindor', 'ninety', 'thirty', '!']",another goal slytherin ! lead gryffindor ninety thirty !,"['another', 'goal', 'slytherin', '!', 'lead', 'gryffindor', 'ninety', 'thirty', '!']",another goal slytherin ! lead gryffindor ninety thirty !
13615,Harry Potter and the Chamber of Secrets,Rogue Bludger,marcus flint,yeah! yeah!,6170.0,male,2002,"['yeah', '!', 'yeah', '!']",yeah ! yeah !,"['yeah', '!', 'yeah', '!']",yeah ! yeah !
13616,Harry Potter and the Chamber of Secrets,Rogue Bludger,draco malfoy,all right there scarhead,6171.0,male,2002,"['right', 'scarhead']",right scarhead,"['right', 'scarhead']",right scarhead
13617,Harry Potter and the Chamber of Secrets,Rogue Bludger,oliver wood,watch yourself harry!,6172.0,male,2002,"['watch', 'harry', '!']",watch harry !,"['watch', 'harry', '!']",watch harry !
13618,Harry Potter and the Chamber of Secrets,Rogue Bludger,harry potter,wood! look out!,6173.0,male,2002,"['wood', '!', 'look', '!']",wood ! look !,"['wood', '!', 'look', '!']",wood ! look !
13619,Harry Potter and the Chamber of Secrets,Rogue Bludger,rubeus hagrid,blimey! harry's got himself a rogue bludger! that's been tampered with that has!,6174.0,male,2002,"['blimey', '!', 'harry', ""'s"", 'get', 'rogue', 'bludger', '!', 'tamper', '!']",blimey ! harry 's get rogue bludger ! tamper !,"['blimey', '!', 'harry', 'rogue', 'bludger', '!', 'tamper', '!']",blimey ! harry rogue bludger ! tamper !
13620,Harry Potter and the Chamber of Secrets,Rogue Bludger,ron weasley,i'll stop it,6175.0,male,2002,"['I', 'stop']",I stop,['stop'],stop
13621,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,no! even with a proper wand it's too risky you could hit harry!,6176.0,female,2002,"['!', 'even', 'proper', 'wand', 'risky', 'could', 'hit', 'harry', '!']",! even proper wand risky could hit harry !,"['!', 'even', 'proper', 'wand', 'risky', 'could', 'hit', 'harry', '!']",! even proper wand risky could hit harry !
13622,Harry Potter and the Chamber of Secrets,Rogue Bludger,draco malfoy,training for the ballet potter,6177.0,male,2002,"['training', 'ballet', 'potter']",training ballet potter,"['training', 'ballet', 'potter']",training ballet potter
13623,Harry Potter and the Chamber of Secrets,Rogue Bludger,draco malfoy,you'll never catch me potter!,6178.0,male,2002,"['never', 'catch', 'I', 'potter', '!']",never catch I potter !,"['never', 'catch', 'potter', '!']",never catch potter !
13624,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,let's go,6179.0,female,2002,"['let', 'us', 'go']",let us go,"['let', 'us']",let us
13625,Harry Potter and the Chamber of Secrets,Rogue Bludger,lee jordan,harry potter has caught the snitch! gryffindor wins!,6180.0,male,2002,"['harry', 'potter', 'catch', 'snitch', '!', 'gryffindor', 'win', '!']",harry potter catch snitch ! gryffindor win !,"['harry', 'potter', 'catch', 'snitch', '!', 'gryffindor', 'win', '!']",harry potter catch snitch ! gryffindor win !
13626,Harry Potter and the Chamber of Secrets,Rogue Bludger,hermione granger,finite incantatem!,6181.0,female,2002,"['finite', 'incantatem', '!']",finite incantatem !,"['finite', 'incantatem', '!']",finite incantatem !
13629,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,no i think my i think my arm's broken,6184.0,male,2002,"['I', 'think', 'I', 'think', 'arm', ""'s"", 'break']",I think I think arm 's break,"['think', 'think', 'arm', 'break']",think think arm break
13630,Harry Potter and the Chamber of Secrets,No longer safe,gilderoy lockhart,not to worry harry i will fix that arm of yours straight away,6185.0,male,2002,"['not', 'worry', 'harry', 'I', 'fix', 'arm', 'straight', 'away']",not worry harry I fix arm straight away,"['worry', 'harry', 'fix', 'arm', 'straight', 'away']",worry harry fix arm straight away
13632,Harry Potter and the Chamber of Secrets,No longer safe,gilderoy lockhart,oh poor boy doesn't know what he's saying now this won't hurt a bit brackium emendo!,6187.0,male,2002,"['oh', 'poor', 'boy', 'not', 'know', 'say', 'not', 'hurt', 'bit', 'brackium', 'emendo', '!']",oh poor boy not know say not hurt bit brackium emendo !,"['oh', 'poor', 'boy', 'hurt', 'bit', 'brackium', 'emendo', '!']",oh poor boy hurt bit brackium emendo !
13633,Harry Potter and the Chamber of Secrets,No longer safe,students,oh! ooh! ugh!,6188.0,mixed/unknown,2002,"['oh', '!', 'ooh', '!', 'ugh', '!']",oh ! ooh ! ugh !,"['oh', '!', 'ooh', '!', 'ugh', '!']",oh ! ooh ! ugh !
13634,Harry Potter and the Chamber of Secrets,No longer safe,gilderoy lockhart,ah yes well ha that can sometimes happen um butuh the point is uh,6189.0,male,2002,"['ah', 'yes', 'well', 'ha', 'sometimes', 'happen', 'um', 'butuh', 'point', 'uh']",ah yes well ha sometimes happen um butuh point uh,"['ah', 'yes', 'ha', 'sometimes', 'happen', 'um', 'butuh', 'point', 'uh']",ah yes ha sometimes happen um butuh point uh
13635,Harry Potter and the Chamber of Secrets,No longer safe,other,ohh! uhh!,6190.0,unknown,2002,"['ohh', '!', 'uhh', '!']",ohh ! uhh !,"['ohh', '!', 'uhh', '!']",ohh ! uhh !
13636,Harry Potter and the Chamber of Secrets,No longer safe,gilderoy lockhart,you can no longer feel any pain and heh very clearly the bones are not broken,6191.0,male,2002,"['long', 'feel', 'pain', 'heh', 'clearly', 'bone', 'not', 'break']",long feel pain heh clearly bone not break,"['long', 'feel', 'pain', 'heh', 'clearly', 'bone', 'break']",long feel pain heh clearly bone break
13637,Harry Potter and the Chamber of Secrets,No longer safe,rubeus hagrid,broken there's no bones left!,6192.0,male,2002,"['break', 'bone', 'leave', '!']",break bone leave !,"['break', 'bone', 'leave', '!']",break bone leave !
13638,Harry Potter and the Chamber of Secrets,No longer safe,students,uhhuhugh!,6193.0,mixed/unknown,2002,"['uhhuhugh', '!']",uhhuhugh !,"['uhhuhugh', '!']",uhhuhugh !
13639,Harry Potter and the Chamber of Secrets,No longer safe,gilderoy lockhart,much more flexible though,6194.0,male,2002,"['much', 'flexible', 'though']",much flexible though,"['much', 'flexible', 'though']",much flexible though
13640,Harry Potter and the Chamber of Secrets,No longer safe,draco malfoy,uhh uhhh,6195.0,male,2002,"['uhh', 'uhhh']",uhh uhhh,"['uhh', 'uhhh']",uhh uhhh
13641,Harry Potter and the Chamber of Secrets,No longer safe,poppy pomfrey,oh mr malfoy stop making such a fuss you can go out of my way out of my way! should've been brought straight to me i can mend bones in a heartbeat but growing them back,6196.0,female,2002,"['oh', 'mr', 'malfoy', 'stop', 'make', 'fuss', 'go', 'way', 'way', '!', ""'ve"", 'bring', 'straight', 'I', 'I', 'mend', 'bone', 'heartbeat', 'grow', 'back']",oh mr malfoy stop make fuss go way way ! 've bring straight I I mend bone heartbeat grow back,"['oh', 'mr', 'malfoy', 'stop', 'make', 'fuss', 'way', 'way', '!', ""'ve"", 'bring', 'straight', 'mend', 'bone', 'heartbeat', 'grow', 'back']",oh mr malfoy stop make fuss way way ! 've bring straight mend bone heartbeat grow back
13642,Harry Potter and the Chamber of Secrets,No longer safe,hermione granger,you will be able to won't you,6197.0,female,2002,"['able', 'not']",able not,['able'],able
13643,Harry Potter and the Chamber of Secrets,No longer safe,poppy pomfrey,oh i'll be able to certainly but it'll be painful you're in for a rough night potter regrowing bones is a nasty business,6198.0,female,2002,"['oh', 'I', 'able', 'certainly', 'painful', 'rough', 'night', 'potter', 'regrow', 'bone', 'nasty', 'business']",oh I able certainly painful rough night potter regrow bone nasty business,"['oh', 'able', 'certainly', 'painful', 'rough', 'night', 'potter', 'regrow', 'bone', 'nasty', 'business']",oh able certainly painful rough night potter regrow bone nasty business
13644,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,ugh!,6199.0,male,2002,"['ugh', '!']",ugh !,"['ugh', '!']",ugh !
13645,Harry Potter and the Chamber of Secrets,No longer safe,poppy pomfrey,well what do you expect pumpkin juice,6200.0,female,2002,"['well', 'expect', 'pumpkin', 'juice']",well expect pumpkin juice,"['expect', 'pumpkin', 'juice']",expect pumpkin juice
13646,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,uh!,6201.0,male,2002,"['uh', '!']",uh !,"['uh', '!']",uh !
13647,Harry Potter and the Chamber of Secrets,No longer safe,basilisk,kill kill time to kill!,6202.0,unknown,2002,"['kill', 'kill', 'time', 'kill', '!']",kill kill time kill !,"['kill', 'kill', 'time', 'kill', '!']",kill kill time kill !
13648,Harry Potter and the Chamber of Secrets,No longer safe,dobby,hello!,6203.0,male,2002,"['hello', '!']",hello !,"['hello', '!']",hello !
13650,Harry Potter and the Chamber of Secrets,No longer safe,dobby,harry potter should have listened to dobby! harry potter should have gone back home when he missed the train,6205.0,male,2002,"['harry', 'potter', 'listen', 'dobby', '!', 'harry', 'potter', 'go', 'back', 'home', 'miss', 'train']",harry potter listen dobby ! harry potter go back home miss train,"['harry', 'potter', 'listen', 'dobby', '!', 'harry', 'potter', 'back', 'home', 'miss', 'train']",harry potter listen dobby ! harry potter back home miss train
13651,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,it was you you stopped the barrier from letting ron and me through,6206.0,male,2002,"['stop', 'barrier', 'let', 'ron', 'I']",stop barrier let ron I,"['stop', 'barrier', 'let', 'ron']",stop barrier let ron
13652,Harry Potter and the Chamber of Secrets,No longer safe,dobby,indeed yes sir,6207.0,male,2002,"['indeed', 'yes', 'sir']",indeed yes sir,"['indeed', 'yes', 'sir']",indeed yes sir
13653,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,you nearly got ron and me expelled!,6208.0,male,2002,"['nearly', 'get', 'ron', 'I', 'expel', '!']",nearly get ron I expel !,"['nearly', 'ron', 'expel', '!']",nearly ron expel !
13654,Harry Potter and the Chamber of Secrets,No longer safe,dobby,at least you would be away from here harry potter must go home! dobby thought his bludger would be enough to make harry potter see that,6209.0,male,2002,"['least', 'would', 'away', 'harry', 'potter', 'must', 'go', 'home', '!', 'dobby', 'think', 'bludger', 'would', 'enough', 'make', 'harry', 'potter', 'see']",least would away harry potter must go home ! dobby think bludger would enough make harry potter see,"['least', 'away', 'harry', 'potter', 'must', 'home', '!', 'dobby', 'think', 'bludger', 'enough', 'make', 'harry', 'potter']",least away harry potter must home ! dobby think bludger enough make harry potter
13655,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,your bludger you made that bludger chase after me,6210.0,male,2002,"['bludger', 'make', 'bludger', 'chase', 'I']",bludger make bludger chase I,"['bludger', 'make', 'bludger', 'chase']",bludger make bludger chase
13656,Harry Potter and the Chamber of Secrets,No longer safe,dobby,uhuh dobby feels most aggrieved sir dobby had to iron his hands,6211.0,male,2002,"['uhuh', 'dobby', 'feel', 'aggrieved', 'sir', 'dobby', 'iron', 'hand']",uhuh dobby feel aggrieved sir dobby iron hand,"['uhuh', 'dobby', 'feel', 'aggrieved', 'sir', 'dobby', 'iron', 'hand']",uhuh dobby feel aggrieved sir dobby iron hand
13657,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,you'd better clear off before my bones come back dobby or i might strangle you!,6212.0,male,2002,"['would', 'well', 'clear', 'bone', 'come', 'back', 'dobby', 'I', 'might', 'strangle', '!']",would well clear bone come back dobby I might strangle !,"['clear', 'bone', 'back', 'dobby', 'might', 'strangle', '!']",clear bone back dobby might strangle !
13658,Harry Potter and the Chamber of Secrets,No longer safe,dobby,uhhuhhuh dobby is used to death threats sir dobby gets them five times a day at home,6213.0,male,2002,"['uhhuhhuh', 'dobby', 'use', 'death', 'threat', 'sir', 'dobby', 'get', 'five', 'time', 'day', 'home']",uhhuhhuh dobby use death threat sir dobby get five time day home,"['uhhuhhuh', 'dobby', 'use', 'death', 'threat', 'sir', 'dobby', 'five', 'time', 'day', 'home']",uhhuhhuh dobby use death threat sir dobby five time day home
13659,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,i don't suppose you could tell me why you're trying to kill me,6214.0,male,2002,"['I', 'not', 'suppose', 'could', 'tell', 'I', 'try', 'kill', 'I']",I not suppose could tell I try kill I,"['suppose', 'could', 'tell', 'try', 'kill']",suppose could tell try kill
13660,Harry Potter and the Chamber of Secrets,No longer safe,dobby,not kill you sir never kill you! dobby remembers how it was before harry potter triumphed over hewhomustnotbenamed we house elves were treated like vermin sir of course dobby is still treated like verminuh huh huh huh! aah ahh,6215.0,male,2002,"['not', 'kill', 'sir', 'never', 'kill', '!', 'dobby', 'remember', 'harry', 'potter', 'triumph', 'hewhomustnotbenamed', 'house', 'elf', 'treat', 'like', 'vermin', 'sir', 'course', 'dobby', 'still', 'treat', 'like', 'verminuh', 'huh', 'huh', 'huh', '!', 'aah', 'ahh']",not kill sir never kill ! dobby remember harry potter triumph hewhomustnotbenamed house elf treat like vermin sir course dobby still treat like verminuh huh huh huh ! aah ahh,"['kill', 'sir', 'never', 'kill', '!', 'dobby', 'remember', 'harry', 'potter', 'triumph', 'hewhomustnotbenamed', 'house', 'elf', 'treat', 'like', 'vermin', 'sir', 'course', 'dobby', 'still', 'treat', 'like', 'verminuh', 'huh', 'huh', 'huh', '!', 'aah', 'ahh']",kill sir never kill ! dobby remember harry potter triumph hewhomustnotbenamed house elf treat like vermin sir course dobby still treat like verminuh huh huh huh ! aah ahh
13661,Harry Potter and the Chamber of Secrets,No longer safe,harry potter,why do you wear that thing dobby,6216.0,male,2002,"['wear', 'thing', 'dobby']",wear thing dobby,"['wear', 'thing', 'dobby']",wear thing dobby
